Query,Query url,Query description,Result,Result url,Result description,User evaluation
Knewton/KassandraMRHelper,https://github.com/SpringOne2GX-2014/reactive-geocoder,Library for processing Cassandra SSTables with Hadoop MapReduce.,SpringOne2GX-2014/reactive-geocoder,https://github.com/Knewton/KassandraMRHelper,Reactive Geocoding Demo,1
Knewton/KassandraMRHelper,https://github.com/paymill/paymill-java,Library for processing Cassandra SSTables with Hadoop MapReduce.,paymill/paymill-java,https://github.com/Knewton/KassandraMRHelper,Java wrapper for Paymill API,1
Knewton/KassandraMRHelper,https://github.com/Conductor/kangaroo,Library for processing Cassandra SSTables with Hadoop MapReduce.,Conductor/kangaroo,https://github.com/Knewton/KassandraMRHelper,Hadoop utilities for Kafka; S3; and more,1

laserson/avro2parquet,https://github.com/alexholmes/hadoop-book,Hadoop MapReduce tool to convert Avro data files to Parquet format.,alexholmes/hadoop-book,https://github.com/laserson/avro2parquet,Source code to accompany the book 'Hadoop in Practice'; published by Manning.,2
laserson/avro2parquet,https://github.com/alexholmes/hadoop-utils,Hadoop MapReduce tool to convert Avro data files to Parquet format.,alexholmes/hadoop-utils,https://github.com/laserson/avro2parquet,A set of Hadoop utilities to make working with Hadoop a little easier.,2
laserson/avro2parquet,https://github.com/lintool/bespin,Hadoop MapReduce tool to convert Avro data files to Parquet format.,lintool/bespin,https://github.com/laserson/avro2parquet,Reference implementations of 'big data' algorithms in MapReduce and Spark,2
laserson/avro2parquet,https://github.com/jt6211/hadoop-dns-mining,Hadoop MapReduce tool to convert Avro data files to Parquet format.,jt6211/hadoop-dns-mining,https://github.com/laserson/avro2parquet, ,2
laserson/avro2parquet,https://github.com/alexholmes/hiped2,Hadoop MapReduce tool to convert Avro data files to Parquet format.,alexholmes/hiped2,https://github.com/laserson/avro2parquet,Source code that accompanies the book 'Hadoop in Practice; Second Edition'.,2

lintool/Ivory,https://github.com/lintool/bespin,A Hadoop toolkit for web-scale information retrieval research,lintool/bespin,https://github.com/lintool/Ivory,Reference implementations of 'big data' algorithms in MapReduce and Spark,3
lintool/Ivory,https://github.com/amient/kafka-hadoop-loader,A Hadoop toolkit for web-scale information retrieval research,amient/kafka-hadoop-loader,https://github.com/lintool/Ivory,Hadoop Job for schemaless incremental loading of messages from Kafka topics onto hdfs with configurable output partitioning.,2
lintool/Ivory,https://github.com/mhidaka/EventApp,A Hadoop toolkit for web-scale information retrieval research,mhidaka/EventApp,https://github.com/lintool/Ivory,ABC2013a用に作ったカンファレンス一覧アプリです。じんわりメンテしていく予定だよ,1
lintool/Ivory,https://github.com/lintool/Cloud9,A Hadoop toolkit for web-scale information retrieval research,lintool/Cloud9,https://github.com/lintool/Ivory,Cloud9 is a Hadoop toolkit for working with big data,3
lintool/Ivory,https://github.com/lintool/clueweb,A Hadoop toolkit for web-scale information retrieval research,lintool/clueweb,https://github.com/lintool/Ivory,Hadoop tools for manipulating ClueWeb collections,3

livrospringmvc/lojacasadocodigo,https://github.com/L316476844/springbootexample,versão da loja da casa do código usando o Spring MVC como framework,L316476844/springbootexample,https://github.com/livrospringmvc/lojacasadocodigo,springboot例子; 包含druid数据源; druid的sql监控; druid过滤; mybatis xml配置; mybatis分页插件; logback日志配置; springboot多环境配置; 发送邮件; AOP拦截; 过滤器 spring拦截器; 全局异常; 统一响应; 自定义事务; 动态数据源; 读写分离; Redis Session; redis缓存; xml注入spring boot无法扫描到的bean; actuator监控; kafka消息队列; Swagger2配置; dubbo注解方式; elasticsearch搜索引擎;,2
livrospringmvc/lojacasadocodigo,https://github.com/ryanhoo/StylishMusicPlayer,versão da loja da casa do código usando o Spring MVC como framework,ryanhoo/StylishMusicPlayer,https://github.com/livrospringmvc/lojacasadocodigo,A stylish music player for android device 16+,2
livrospringmvc/lojacasadocodigo,https://github.com/snakerflow/snaker-web,versão da loja da casa do código usando o Spring MVC como framework,snakerflow/snaker-web,https://github.com/livrospringmvc/lojacasadocodigo,snakerflow web application.,4
livrospringmvc/lojacasadocodigo,https://github.com/ncolomer/elasticsearch-osmosis-plugin,versão da loja da casa do código usando o Spring MVC como framework,ncolomer/elasticsearch-osmosis-plugin,https://github.com/livrospringmvc/lojacasadocodigo,An Osmosis plugin that index OpenStreetMap data into elasticsearch,1
livrospringmvc/lojacasadocodigo,https://github.com/skate056/spring-security-oauth2-google,versão da loja da casa do código usando o Spring MVC como framework,skate056/spring-security-oauth2-google,https://github.com/livrospringmvc/lojacasadocodigo,Sample Spring MVC web application which is secured by Spring Security OAuth2 + Google,2

mariamhakobyan/elasticsearch-river-kafka,https://github.com/qcri/Arabesque,Kafka River Plugin for ElasticSearch,qcri/Arabesque,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Scalable Graph Mining,1
mariamhakobyan/elasticsearch-river-kafka,https://github.com/ameizi/elasticsearch-jest-example,Kafka River Plugin for ElasticSearch,ameizi/elasticsearch-jest-example,https://github.com/mariamhakobyan/elasticsearch-river-kafka,ElasticSearch Java Rest Client Examples,2
mariamhakobyan/elasticsearch-river-kafka,https://github.com/elastic/elasticsearch-support-diagnostics,Kafka River Plugin for ElasticSearch,elastic/elasticsearch-support-diagnostics,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Support diagnostics utility for elasticsearch and logstash,2
mariamhakobyan/elasticsearch-river-kafka,https://github.com/thymeleaf/thymeleafexamples-springmail,Kafka River Plugin for ElasticSearch,thymeleaf/thymeleafexamples-springmail,https://github.com/mariamhakobyan/elasticsearch-river-kafka,SpringMail - Companion application for the 'Rich HTML email in Spring with Thymeleaf' article at the Thymeleaf website: http://www.thymeleaf.org/doc/articles/springmail.html,1
mariamhakobyan/elasticsearch-river-kafka,https://github.com/webdriverextensions/webdriverextensions,Kafka River Plugin for ElasticSearch,webdriverextensions/webdriverextensions,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,1

markzhai/LyricHere,https://github.com/rolandkrueger/vaadin-by-example,Local lyric-play support music player; includes a powerful LyricView,rolandkrueger/vaadin-by-example,https://github.com/markzhai/LyricHere,Learn Vaadin by working example projects.,1
markzhai/LyricHere,https://github.com/dsyer/spring-boot-ratpack,Local lyric-play support music player; includes a powerful LyricView,dsyer/spring-boot-ratpack,https://github.com/markzhai/LyricHere,Spring Boot wrapper for Ratpack,1
markzhai/LyricHere,https://github.com/h819/spring-boot,Local lyric-play support music player; includes a powerful LyricView,h819/spring-boot,https://github.com/markzhai/LyricHere,A Spring Boot Framework based JavaEE application; a Java Commons Utils; and more java practice. </br> Spring Boot;Spring MVC;Spring JPA;Spring Security;Spring Oauth;Hibernate;QueryDSL;PO to DTO </br> ZTree;Fuelux Tree;jqgird;flexpaper,1
markzhai/LyricHere,https://github.com/ryanhoo/StylishMusicPlayer,Local lyric-play support music player; includes a powerful LyricView,ryanhoo/StylishMusicPlayer,https://github.com/markzhai/LyricHere,A stylish music player for android device 16+,4
markzhai/LyricHere,https://github.com/ncolomer/elasticsearch-osmosis-plugin,Local lyric-play support music player; includes a powerful LyricView,ncolomer/elasticsearch-osmosis-plugin,https://github.com/markzhai/LyricHere,An Osmosis plugin that index OpenStreetMap data into elasticsearch,1

mesos/hadoop,https://github.com/excelsior-oss/restler,Hadoop on Mesos,excelsior-oss/restler,https://github.com/mesos/hadoop,Restler is a library that automatically generates a client for a web service at run time; by analyzing the respective annotated Spring controller interface,1
mesos/hadoop,https://github.com/evernote/android-state,Hadoop on Mesos,evernote/android-state,https://github.com/mesos/hadoop,A utility library for Android to save objects in a Bundle without any boilerplate.,1
mesos/hadoop,https://github.com/sps/mustache-spring-view,Hadoop on Mesos,sps/mustache-spring-view,https://github.com/mesos/hadoop,java spring framework mvc view for Mustache.js templates,1
mesos/hadoop,https://github.com/HubSpot/Rosetta,Hadoop on Mesos,HubSpot/Rosetta,https://github.com/mesos/hadoop,Java library that leverages Jackson to take the pain out of mapping objects to/from the DB; designed to integrate seamlessly with jDBI,1
mesos/hadoop,https://github.com/mjanicek/rembulan,Hadoop on Mesos,mjanicek/rembulan,https://github.com/mesos/hadoop,Rembulan; an implementation of Lua 5.3 for the Java Virtual Machine,1

neo4j-contrib/sparql-plugin,https://github.com/hopshadoop/hops, ,hopshadoop/hops,https://github.com/neo4j-contrib/sparql-plugin,Hops Hadoop is a distribution of Apache Hadoop with distributed metadata.,1
neo4j-contrib/sparql-plugin,https://github.com/pyvandenbussche/sparqles, ,pyvandenbussche/sparqles,https://github.com/neo4j-contrib/sparql-plugin,SPARQL Endpoint Status,2
neo4j-contrib/sparql-plugin,https://github.com/awslabs/emr-dynamodb-connector, ,awslabs/emr-dynamodb-connector,https://github.com/neo4j-contrib/sparql-plugin,Implementations of open source Apache Hadoop/Hive interfaces which allow for ingesting data from Amazon DynamoDB,1
neo4j-contrib/sparql-plugin,https://github.com/msathis/SQLToNoSQLImporter, ,msathis/SQLToNoSQLImporter,https://github.com/neo4j-contrib/sparql-plugin,Solr like data import handler to migrate data from sql systems to nosql,1
neo4j-contrib/sparql-plugin,https://github.com/Azure/azure-documentdb-hadoop, ,Azure/azure-documentdb-hadoop,https://github.com/neo4j-contrib/sparql-plugin, ,1

opendatasoft/elasticsearch-plugin-geoshape,https://github.com/octo-technology/sonar-objective-c, ,octo-technology/sonar-objective-c,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Sonar Plugin for Objective C,2
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/brucezee/jspider, ,brucezee/jspider,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,A simple; scalable; and highly efficient web crawler framework for Java.,1
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/metsci/glimpse, ,metsci/glimpse,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Dynamic and Interactive Visualization of Big Data In Java and OpenGL,1
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/SpongeBobSun/Prodigal, ,SpongeBobSun/Prodigal,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Music Player for Android which looks & feels like classic player,1
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/zscott/MultiBitExchange, ,zscott/MultiBitExchange,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,MultiBit Exchange,2

OpenTSDB/opentsdb-elasticsearch,https://github.com/Raizlabs/DBFlow,Search plugin for OpenTSDB,Raizlabs/DBFlow,https://github.com/OpenTSDB/opentsdb-elasticsearch,A blazing fast; powerful; and very simple ORM android database library that writes database code for you.,1
OpenTSDB/opentsdb-elasticsearch,https://github.com/ogrisel/pignlproc,Search plugin for OpenTSDB,ogrisel/pignlproc,https://github.com/OpenTSDB/opentsdb-elasticsearch,Apache Pig utilities to build training corpora for machine learning / NLP out of public Wikipedia and DBpedia dumps.,1
OpenTSDB/opentsdb-elasticsearch,https://github.com/davidsowerby/krail,Search plugin for OpenTSDB,davidsowerby/krail,https://github.com/OpenTSDB/opentsdb-elasticsearch,Rapid web app framework using Vaadin 7 integrated with Guice and Shiro,1
OpenTSDB/opentsdb-elasticsearch,https://github.com/allwefantasy/ServiceFramework,Search plugin for OpenTSDB,allwefantasy/ServiceFramework,https://github.com/OpenTSDB/opentsdb-elasticsearch,Java MVC framework; agile; fast; rich domain model; made especially for server side of mobile application (一个敏捷，快速，富领域模型的Java MVC 框架，专为 移动应用后端量身定做),1
OpenTSDB/opentsdb-elasticsearch,https://github.com/cukespace/cukespace,Search plugin for OpenTSDB,cukespace/cukespace,https://github.com/OpenTSDB/opentsdb-elasticsearch,Run your Cucumber features using Arquillian!,1

pentaho/big-data-plugin,https://github.com/Conductor/kangaroo,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,Conductor/kangaroo,https://github.com/pentaho/big-data-plugin,Hadoop utilities for Kafka; S3; and more,2
pentaho/big-data-plugin,https://github.com/alexnederlof/Jasper-report-maven-plugin,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,alexnederlof/Jasper-report-maven-plugin,https://github.com/pentaho/big-data-plugin,A fast jasper report maven plugin,1
pentaho/big-data-plugin,https://github.com/SpringOne2GX-2014/reactive-geocoder,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,SpringOne2GX-2014/reactive-geocoder,https://github.com/pentaho/big-data-plugin,Reactive Geocoding Demo,1
pentaho/big-data-plugin,https://github.com/paymill/paymill-java,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,paymill/paymill-java,https://github.com/pentaho/big-data-plugin,Java wrapper for Paymill API,1
pentaho/big-data-plugin,https://github.com/Knewton/KassandraMRHelper,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,Knewton/KassandraMRHelper,https://github.com/pentaho/big-data-plugin,Library for processing Cassandra SSTables with Hadoop MapReduce.,3

pitchpoint-solutions/sfs,https://github.com/robinhowlett/chart-parser,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,robinhowlett/chart-parser,https://github.com/pitchpoint-solutions/sfs,Parses horse racing result charts,1
pitchpoint-solutions/sfs,https://github.com/spinscale/elasticsearch-suggest-plugin,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,spinscale/elasticsearch-suggest-plugin,https://github.com/pitchpoint-solutions/sfs,Plugin for elasticsearch which uses the lucene FSTSuggester,2
pitchpoint-solutions/sfs,https://github.com/SundeepK/CompactCalendarView,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,SundeepK/CompactCalendarView,https://github.com/pitchpoint-solutions/sfs,An android library which provides a compact calendar view much like the one used in google calenders.,1
pitchpoint-solutions/sfs,https://github.com/Freelander/ting,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,Freelander/ting,https://github.com/pitchpoint-solutions/sfs,Ting is material design music social media player app,1
pitchpoint-solutions/sfs,https://github.com/Saka7/spring-boot-angular4-boilerplate,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,Saka7/spring-boot-angular4-boilerplate,https://github.com/pitchpoint-solutions/sfs,Quickstart for spring boot + angular 4 projects,1

pranab/beymani,https://github.com/uber/hoodie,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,uber/hoodie,https://github.com/pranab/beymani,Spark Library for Hadoop Upserts And Incrementals,1
pranab/beymani,https://github.com/pranab/chombo,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/chombo,https://github.com/pranab/beymani,Big Data ETL and Utilities for Hadoop Map Reduce; Spark and Storm,4
pranab/beymani,https://github.com/pranab/avenir,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/avenir,https://github.com/pranab/beymani,Set of Machine Learning and Stochastic Optimazion  tools based on Hadoop; Spark and Storm  https://pkghosh.wordpress.com/,4
pranab/beymani,https://github.com/pranab/sifarish,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/sifarish,https://github.com/pranab/beymani,Content based and collaborative filtering based recommendation and personalization engine implementation on Hadoop and Storm,4
pranab/beymani,https://github.com/pmwmedia/tinylog,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pmwmedia/tinylog,https://github.com/pranab/beymani,tinylog is a lightweight logging framework for Java and Android.,1

psaravan/JamsMusicPlayer,https://github.com/alexholmes/hadoop-book,A free; powerful and elegant music player for Android.,alexholmes/hadoop-book,https://github.com/psaravan/JamsMusicPlayer,Source code to accompany the book 'Hadoop in Practice'; published by Manning.,1
psaravan/JamsMusicPlayer,https://github.com/confluentinc/camus,A free; powerful and elegant music player for Android.,confluentinc/camus,https://github.com/psaravan/JamsMusicPlayer,Mirror of Linkedin's Camus,1
psaravan/JamsMusicPlayer,https://github.com/dnmilne/wikipediaminer,A free; powerful and elegant music player for Android.,dnmilne/wikipediaminer,https://github.com/psaravan/JamsMusicPlayer,An open source toolkit for mining Wikipedia,1
psaravan/JamsMusicPlayer,https://github.com/jpatanooga/KnittingBoar,A free; powerful and elegant music player for Android.,jpatanooga/KnittingBoar,https://github.com/psaravan/JamsMusicPlayer,Parallel Iterative Algorithm (SGD) on Hadoop's YARN framework,1
psaravan/JamsMusicPlayer,https://github.com/emsixteeen/IterativeReduce,A free; powerful and elegant music player for Android.,emsixteeen/IterativeReduce,https://github.com/psaravan/JamsMusicPlayer,Iterative Reduce,1

pyvandenbussche/sparqles,https://github.com/rlf/uSkyBlock,SPARQL Endpoint Status,rlf/uSkyBlock,https://github.com/pyvandenbussche/sparqles,The best skyblock bukkit plugin around...,1
pyvandenbussche/sparqles,https://github.com/msathis/SQLToNoSQLImporter,SPARQL Endpoint Status,msathis/SQLToNoSQLImporter,https://github.com/pyvandenbussche/sparqles,Solr like data import handler to migrate data from sql systems to nosql,2
pyvandenbussche/sparqles,https://github.com/castagna/jena-grande,SPARQL Endpoint Status,castagna/jena-grande,https://github.com/pyvandenbussche/sparqles, ,2
pyvandenbussche/sparqles,https://github.com/yatatsu/AutoBundle,SPARQL Endpoint Status,yatatsu/AutoBundle,https://github.com/pyvandenbussche/sparqles,AutoBundle generates boilerplate code for field binding with android.os.Bundle,1
pyvandenbussche/sparqles,https://github.com/neo4j-contrib/sparql-plugin,SPARQL Endpoint Status,neo4j-contrib/sparql-plugin,https://github.com/pyvandenbussche/sparqles, ,2

sayems/java.webdriver,https://github.com/goldmansachs/reladomo,Browser test automation using Selenium WebDriver in Java,goldmansachs/reladomo,https://github.com/sayems/java.webdriver,Reladomo is an enterprise grade object-relational mapping framework for Java.,1
sayems/java.webdriver,https://github.com/LinuxSuRen/phoenix.webui.framework,Browser test automation using Selenium WebDriver in Java,LinuxSuRen/phoenix.webui.framework,https://github.com/sayems/java.webdriver,基于WebDriver的WebUI自动化测试框架,3
sayems/java.webdriver,https://github.com/jbrisbin/vcloud,Browser test automation using Selenium WebDriver in Java,jbrisbin/vcloud,https://github.com/sayems/java.webdriver,Utilities for working in virtual cloud environments.,3
sayems/java.webdriver,https://github.com/elastic/elasticsearch-support-diagnostics,Browser test automation using Selenium WebDriver in Java,elastic/elasticsearch-support-diagnostics,https://github.com/sayems/java.webdriver,Support diagnostics utility for elasticsearch and logstash,2
sayems/java.webdriver,https://github.com/mraible/boot-makeover,Browser test automation using Selenium WebDriver in Java,mraible/boot-makeover,https://github.com/sayems/java.webdriver,A Webapp Makeover with Spring 4 and Spring Boot,2

selenium-cucumber/selenium-cucumber-java,https://github.com/Skarafaz/mercury,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,Skarafaz/mercury,https://github.com/selenium-cucumber/selenium-cucumber-java,Simple Android app that sends pre-configured commands to remote servers via SSH.,1
selenium-cucumber/selenium-cucumber-java,https://github.com/asakusafw/asakusafw,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,asakusafw/asakusafw,https://github.com/selenium-cucumber/selenium-cucumber-java,Asakusa Framework,3
selenium-cucumber/selenium-cucumber-java,https://github.com/jcabi/jcabi-xml,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,jcabi/jcabi-xml,https://github.com/selenium-cucumber/selenium-cucumber-java,Java XML Parsing; Transforming; Printing; and Validating,2
selenium-cucumber/selenium-cucumber-java,https://github.com/jamesmorgan/ReloadablePropertiesAnnotation,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,jamesmorgan/ReloadablePropertiesAnnotation,https://github.com/selenium-cucumber/selenium-cucumber-java,Dynamic property configurations reload during runtime utilising Java 7 WatchService API; Google Guava and Spring 3.2.5,4
selenium-cucumber/selenium-cucumber-java,https://github.com/zalando-stups/java-sproc-wrapper,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,zalando-stups/java-sproc-wrapper,https://github.com/selenium-cucumber/selenium-cucumber-java,Java Stored Procedure Wrapper: Calling PostgreSQL stored procedures from Java,2

seleniumQuery/seleniumQuery,https://github.com/Ardesco/selenium-standalone-server-plugin,jQuery-like cross-driver interface in Java for Selenium WebDriver,Ardesco/selenium-standalone-server-plugin,https://github.com/seleniumQuery/seleniumQuery,A Maven plugin that will download the WebDriver stand alone server executables for use in your mavenised Selenium project.,3
seleniumQuery/seleniumQuery,https://github.com/tkaczmarzyk/specification-arg-resolver,jQuery-like cross-driver interface in Java for Selenium WebDriver,tkaczmarzyk/specification-arg-resolver,https://github.com/seleniumQuery/seleniumQuery,An alternative API for filtering data with Spring MVC & Spring Data JPA,2
seleniumQuery/seleniumQuery,https://github.com/klarna/HiveRunner,jQuery-like cross-driver interface in Java for Selenium WebDriver,klarna/HiveRunner,https://github.com/seleniumQuery/seleniumQuery,An Open Source unit test framework for hadoop hive queries based on JUnit4,2
seleniumQuery/seleniumQuery,https://github.com/vhyza/elasticsearch-analysis-lemmagen,jQuery-like cross-driver interface in Java for Selenium WebDriver,vhyza/elasticsearch-analysis-lemmagen,https://github.com/seleniumQuery/seleniumQuery,Elasticsearch lemmatizer for 15 languages,2
seleniumQuery/seleniumQuery,https://github.com/vert-x/vertx-maven,jQuery-like cross-driver interface in Java for Selenium WebDriver,vert-x/vertx-maven,https://github.com/seleniumQuery/seleniumQuery,Vert.x 2.x is deprecated - use instead,1

sonalgoyal/hiho,https://github.com/jcabi/jcabi-xml,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,jcabi/jcabi-xml,https://github.com/sonalgoyal/hiho,Java XML Parsing; Transforming; Printing; and Validating,1
sonalgoyal/hiho,https://github.com/zalando-stups/java-sproc-wrapper,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,zalando-stups/java-sproc-wrapper,https://github.com/sonalgoyal/hiho,Java Stored Procedure Wrapper: Calling PostgreSQL stored procedures from Java,2
sonalgoyal/hiho,https://github.com/dCache/dcache,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,dCache/dcache,https://github.com/sonalgoyal/hiho,dCache - a system for storing and retrieving huge amounts of data; distributed among a large number of heterogenous server nodes; under a single virtual filesystem tree with a variety of standard access methods,1
sonalgoyal/hiho,https://github.com/waylau/RestDemo,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,waylau/RestDemo,https://github.com/sonalgoyal/hiho,RESTful Web Service Demos  with Jersey ;Hibernate;Mysql;SQLserver;jQuery;AangularJS;Boostrap...构建REST服务（实例）,1
sonalgoyal/hiho,https://github.com/Ardesco/selenium-standalone-server-plugin,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,Ardesco/selenium-standalone-server-plugin,https://github.com/sonalgoyal/hiho,A Maven plugin that will download the WebDriver stand alone server executables for use in your mavenised Selenium project.,1

sonian/elasticsearch-jetty,https://github.com/darren-fu/RestyPass, ,darren-fu/RestyPass,https://github.com/sonian/elasticsearch-jetty,High performance Restful services call client library; support service discovery; load balance; circuit breaker; service fallback; retry; traffic limit.,1
sonian/elasticsearch-jetty,https://github.com/bazaarvoice/jolt, ,bazaarvoice/jolt,https://github.com/sonian/elasticsearch-jetty,JSON to JSON transformation library written in Java.,1
sonian/elasticsearch-jetty,https://github.com/TelluIoT/ThingML, ,TelluIoT/ThingML,https://github.com/sonian/elasticsearch-jetty,The ThingML modelling language,2
sonian/elasticsearch-jetty,https://github.com/twitter/bookkeeper, ,twitter/bookkeeper,https://github.com/sonian/elasticsearch-jetty,Twitter's fork of Apache BookKeeper (will push changes upstream eventually),1
sonian/elasticsearch-jetty,https://github.com/spotify/hdfs2cass, ,spotify/hdfs2cass,https://github.com/sonian/elasticsearch-jetty,Hadoop mapreduce job to bulk load data into Cassandra,1

spring-projects/spring-mvc-showcase,https://github.com/jcabi/jcabi-xml,Demonstrates the features of the Spring MVC web framework,jcabi/jcabi-xml,https://github.com/spring-projects/spring-mvc-showcase,Java XML Parsing; Transforming; Printing; and Validating,1
spring-projects/spring-mvc-showcase,https://github.com/davidB/metrics-influxdb,Demonstrates the features of the Spring MVC web framework,davidB/metrics-influxdb,https://github.com/spring-projects/spring-mvc-showcase,A reporter for metrics which announces measurements to an InfluxDB server.,2
spring-projects/spring-mvc-showcase,https://github.com/jamesmorgan/ReloadablePropertiesAnnotation,Demonstrates the features of the Spring MVC web framework,jamesmorgan/ReloadablePropertiesAnnotation,https://github.com/spring-projects/spring-mvc-showcase,Dynamic property configurations reload during runtime utilising Java 7 WatchService API; Google Guava and Spring 3.2.5,3
spring-projects/spring-mvc-showcase,https://github.com/zalando-stups/java-sproc-wrapper,Demonstrates the features of the Spring MVC web framework,zalando-stups/java-sproc-wrapper,https://github.com/spring-projects/spring-mvc-showcase,Java Stored Procedure Wrapper: Calling PostgreSQL stored procedures from Java,3
spring-projects/spring-mvc-showcase,https://github.com/Skarafaz/mercury,Demonstrates the features of the Spring MVC web framework,Skarafaz/mercury,https://github.com/spring-projects/spring-mvc-showcase,Simple Android app that sends pre-configured commands to remote servers via SSH.,1

SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/L316476844/springbootexample,Spring Data implementation for ElasticSearch,L316476844/springbootexample,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,springboot例子; 包含druid数据源; druid的sql监控; druid过滤; mybatis xml配置; mybatis分页插件; logback日志配置; springboot多环境配置; 发送邮件; AOP拦截; 过滤器 spring拦截器; 全局异常; 统一响应; 自定义事务; 动态数据源; 读写分离; Redis Session; redis缓存; xml注入spring boot无法扫描到的bean; actuator监控; kafka消息队列; Swagger2配置; dubbo注解方式; elasticsearch搜索引擎;,1
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/nasa/MCT-Plugins,Spring Data implementation for ElasticSearch,nasa/MCT-Plugins,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch, ,1
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/darren-fu/RestyPass,Spring Data implementation for ElasticSearch,darren-fu/RestyPass,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,High performance Restful services call client library; support service discovery; load balance; circuit breaker; service fallback; retry; traffic limit.,3
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/ryanhoo/StylishMusicPlayer,Spring Data implementation for ElasticSearch,ryanhoo/StylishMusicPlayer,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,A stylish music player for android device 16+,1
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/PeterKnego/LeanEngine-Server,Spring Data implementation for ElasticSearch,PeterKnego/LeanEngine-Server,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,LeanEngine GAE Server,1

SubstanceMobile/GEM,https://github.com/Knewton/KassandraMRHelper,A music player for Android; in stunning Material Design.,Knewton/KassandraMRHelper,https://github.com/SubstanceMobile/GEM,Library for processing Cassandra SSTables with Hadoop MapReduce.,1
SubstanceMobile/GEM,https://github.com/codegist/crest,A music player for Android; in stunning Material Design.,codegist/crest,https://github.com/SubstanceMobile/GEM,CRest - Client REST,1
