Query,Query url,Query description,Result,Result url,Result description,User evaluation
Knewton/KassandraMRHelper,https://github.com/zscott/MultiBitExchange,Library for processing Cassandra SSTables with Hadoop MapReduce.,zscott/MultiBitExchange,https://github.com/Knewton/KassandraMRHelper,MultiBit Exchange,1
Knewton/KassandraMRHelper,https://github.com/elastic/elasticsearch-metrics-reporter-java,Library for processing Cassandra SSTables with Hadoop MapReduce.,elastic/elasticsearch-metrics-reporter-java,https://github.com/Knewton/KassandraMRHelper,Metrics reporter; which reports to elasticsearch,1
Knewton/KassandraMRHelper,https://github.com/confluentinc/kafka-connect-elasticsearch,Library for processing Cassandra SSTables with Hadoop MapReduce.,confluentinc/kafka-connect-elasticsearch,https://github.com/Knewton/KassandraMRHelper,Kafka Connect Elasticsearch connector,2
Knewton/KassandraMRHelper,https://github.com/spotify/hdfs2cass,Library for processing Cassandra SSTables with Hadoop MapReduce.,spotify/hdfs2cass,https://github.com/Knewton/KassandraMRHelper,Hadoop mapreduce job to bulk load data into Cassandra,3

laserson/avro2parquet,https://github.com/reachkrishnaraj/kafka-elasticsearch-standalone-consumer,Hadoop MapReduce tool to convert Avro data files to Parquet format.,reachkrishnaraj/kafka-elasticsearch-standalone-consumer,https://github.com/laserson/avro2parquet,Kafka Standalone Consumer [Indexer] will read messages from Kafka; in batches; process and bulk-index them into ElasticSearch.,2
laserson/avro2parquet,https://github.com/emsixteeen/IterativeReduce,Hadoop MapReduce tool to convert Avro data files to Parquet format.,emsixteeen/IterativeReduce,https://github.com/laserson/avro2parquet,Iterative Reduce,2
laserson/avro2parquet,https://github.com/confluentinc/kafka-connect-hdfs,Hadoop MapReduce tool to convert Avro data files to Parquet format.,confluentinc/kafka-connect-hdfs,https://github.com/laserson/avro2parquet,Kafka Connect HDFS connector,2
laserson/avro2parquet,https://github.com/spotify/hdfs2cass,Hadoop MapReduce tool to convert Avro data files to Parquet format.,spotify/hdfs2cass,https://github.com/laserson/avro2parquet,Hadoop mapreduce job to bulk load data into Cassandra,4
laserson/avro2parquet,https://github.com/HubSpot/Rosetta,Hadoop MapReduce tool to convert Avro data files to Parquet format.,HubSpot/Rosetta,https://github.com/laserson/avro2parquet,Java library that leverages Jackson to take the pain out of mapping objects to/from the DB; designed to integrate seamlessly with jDBI,1

lintool/Ivory,https://github.com/lintool/clueweb,A Hadoop toolkit for web-scale information retrieval research,lintool/clueweb,https://github.com/lintool/Ivory,Hadoop tools for manipulating ClueWeb collections,3
lintool/Ivory,https://github.com/hibernate/hibernate-orm,A Hadoop toolkit for web-scale information retrieval research,hibernate/hibernate-orm,https://github.com/lintool/Ivory,Hibernate's core Object/Relational Mapping functionality,2
lintool/Ivory,https://github.com/hibernate/hibernate-search,A Hadoop toolkit for web-scale information retrieval research,hibernate/hibernate-search,https://github.com/lintool/Ivory,Hibernate Search: full-text search for domain model,3
lintool/Ivory,https://github.com/elasticinbox/elasticinbox,A Hadoop toolkit for web-scale information retrieval research,elasticinbox/elasticinbox,https://github.com/lintool/Ivory,ElasticInbox - scalable; distributed email store,1
lintool/Ivory,https://github.com/lintool/Cloud9,A Hadoop toolkit for web-scale information retrieval research,lintool/Cloud9,https://github.com/lintool/Ivory,Cloud9 is a Hadoop toolkit for working with big data,3

livrospringmvc/lojacasadocodigo,https://github.com/hantsy/angularjs-springmvc-sample-boot,versão da loja da casa do código usando o Spring MVC como framework,hantsy/angularjs-springmvc-sample-boot,https://github.com/livrospringmvc/lojacasadocodigo,A RESTful sample using Spring Boot; Spring MVC; Spring Data and Angular/Bootstrap.,3
livrospringmvc/lojacasadocodigo,https://github.com/thymeleaf/thymeleaf-spring,versão da loja da casa do código usando o Spring MVC como framework,thymeleaf/thymeleaf-spring,https://github.com/livrospringmvc/lojacasadocodigo,Thymeleaf integration module for Spring,3
livrospringmvc/lojacasadocodigo,https://github.com/alexnederlof/Jasper-report-maven-plugin,versão da loja da casa do código usando o Spring MVC como framework,alexnederlof/Jasper-report-maven-plugin,https://github.com/livrospringmvc/lojacasadocodigo,A fast jasper report maven plugin,2
livrospringmvc/lojacasadocodigo,https://github.com/thymeleaf/thymeleafexamples-springmail,versão da loja da casa do código usando o Spring MVC como framework,thymeleaf/thymeleafexamples-springmail,https://github.com/livrospringmvc/lojacasadocodigo,SpringMail - Companion application for the 'Rich HTML email in Spring with Thymeleaf' article at the Thymeleaf website: http://www.thymeleaf.org/doc/articles/springmail.html,2
livrospringmvc/lojacasadocodigo,https://github.com/ebean-orm/ebean,versão da loja da casa do código usando o Spring MVC como framework,ebean-orm/ebean,https://github.com/livrospringmvc/lojacasadocodigo,Ebean ORM (JPA lite),2

mariamhakobyan/elasticsearch-river-kafka,https://github.com/confluentinc/kafka-connect-elasticsearch,Kafka River Plugin for ElasticSearch,confluentinc/kafka-connect-elasticsearch,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Kafka Connect Elasticsearch connector,4
mariamhakobyan/elasticsearch-river-kafka,https://github.com/endgameinc/elasticsearch-river-kafka,Kafka River Plugin for ElasticSearch,endgameinc/elasticsearch-river-kafka,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Kafka River Plugin for ElasticSearch,4
mariamhakobyan/elasticsearch-river-kafka,https://github.com/javanna/elasticsearch-river-solr,Kafka River Plugin for ElasticSearch,javanna/elasticsearch-river-solr,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Solr River plugin for elasticsearch,3
mariamhakobyan/elasticsearch-river-kafka,https://github.com/reachkrishnaraj/kafka-elasticsearch-standalone-consumer,Kafka River Plugin for ElasticSearch,reachkrishnaraj/kafka-elasticsearch-standalone-consumer,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Kafka Standalone Consumer [Indexer] will read messages from Kafka; in batches; process and bulk-index them into ElasticSearch.,4
mariamhakobyan/elasticsearch-river-kafka,https://github.com/srecon/elasticsearch-cassandra-river,Kafka River Plugin for ElasticSearch,srecon/elasticsearch-cassandra-river,https://github.com/mariamhakobyan/elasticsearch-river-kafka, ,2

markzhai/LyricHere,https://github.com/TheAndroidMaster/Pasta-Music,Local lyric-play support music player; includes a powerful LyricView,TheAndroidMaster/Pasta-Music,https://github.com/markzhai/LyricHere,A material design music player for Android; based off Pasta for Spotify,2
markzhai/LyricHere,https://github.com/psaravan/JamsMusicPlayer,Local lyric-play support music player; includes a powerful LyricView,psaravan/JamsMusicPlayer,https://github.com/markzhai/LyricHere,A free; powerful and elegant music player for Android.,3
markzhai/LyricHere,https://github.com/architjn/Auro,Local lyric-play support music player; includes a powerful LyricView,architjn/Auro,https://github.com/markzhai/LyricHere,1st Most Fastest; Latest Designed and open source Music player,2
markzhai/LyricHere,https://github.com/fastbootmobile/encore,Local lyric-play support music player; includes a powerful LyricView,fastbootmobile/encore,https://github.com/markzhai/LyricHere,An open source; extendable music player for Android.,2
markzhai/LyricHere,https://github.com/Mavamaarten/vk_music_android,Local lyric-play support music player; includes a powerful LyricView,Mavamaarten/vk_music_android,https://github.com/markzhai/LyricHere,A material design music player for vk.com,3

mesos/hadoop,https://github.com/sonian/elasticsearch-jetty,Hadoop on Mesos,sonian/elasticsearch-jetty,https://github.com/mesos/hadoop, ,2
mesos/hadoop,https://github.com/spring-projects/spring-mvc-showcase,Hadoop on Mesos,spring-projects/spring-mvc-showcase,https://github.com/mesos/hadoop,Demonstrates the features of the Spring MVC web framework,2
mesos/hadoop,https://github.com/blad/solid-android,Hadoop on Mesos,blad/solid-android,https://github.com/mesos/hadoop,Android TheNounProject Thumbnail Browser.,1
mesos/hadoop,https://github.com/mozilla-metrics/akela,Hadoop on Mesos,mozilla-metrics/akela,https://github.com/mesos/hadoop,A bunch of utility classes for Java; Hadoop; HBase; Pig; etc.,2
mesos/hadoop,https://github.com/mayconbordin/streaminer,Hadoop on Mesos,mayconbordin/streaminer,https://github.com/mesos/hadoop,A collection of algorithms for mining data streams,2

neo4j-contrib/sparql-plugin,https://github.com/jbarrasa/neosemantics, ,jbarrasa/neosemantics,https://github.com/neo4j-contrib/sparql-plugin,Experiments bridging the RDF and LPG worlds.,3
neo4j-contrib/sparql-plugin,https://github.com/eclipse/rdf4j, ,eclipse/rdf4j,https://github.com/neo4j-contrib/sparql-plugin,RDF4J Project,3
neo4j-contrib/sparql-plugin,https://github.com/castagna/jena-examples, ,castagna/jena-examples,https://github.com/neo4j-contrib/sparql-plugin,A collection of ready to use; small and self contained examples on how to use Apache Jena,3
neo4j-contrib/sparql-plugin,https://github.com/niclashoyer/neo4j-sparql-extension, ,niclashoyer/neo4j-sparql-extension,https://github.com/neo4j-contrib/sparql-plugin,Neo4j unmanaged extension for RDF storage and SPARQL 1.1 query features,4
neo4j-contrib/sparql-plugin,https://github.com/claudiomartella/dbpedia4neo, ,claudiomartella/dbpedia4neo,https://github.com/neo4j-contrib/sparql-plugin,A set of hacks to setup a dbpedia endpoint through neo4j,3

opendatasoft/elasticsearch-plugin-geoshape,https://github.com/amplab/succinct, ,amplab/succinct,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Enabling queries on compressed data.,2
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/owlike/genson, ,owlike/genson,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Genson a fast & modular Java <> Json library,2
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/rmagen/elastic-gremlin, ,rmagen/elastic-gremlin,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,TinkerPop 3 implementation on Elasticsearch backend,3
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/pranab/sifarish, ,pranab/sifarish,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Content based and collaborative filtering based recommendation and personalization engine implementation on Hadoop and Storm,3
opendatasoft/elasticsearch-plugin-geoshape,https://github.com/sirensolutions/siren-join, ,sirensolutions/siren-join,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,SIREn Plugin to add relational join capabilities to Elasticsearch,2

OpenTSDB/opentsdb-elasticsearch,https://github.com/codelibs/fess,Search plugin for OpenTSDB,codelibs/fess,https://github.com/OpenTSDB/opentsdb-elasticsearch,Fess is very powerful and easily deployable Enterprise Search Server.,3
OpenTSDB/opentsdb-elasticsearch,https://github.com/Netflix/spectator,Search plugin for OpenTSDB,Netflix/spectator,https://github.com/OpenTSDB/opentsdb-elasticsearch,Client library for collecting metrics.,1
OpenTSDB/opentsdb-elasticsearch,https://github.com/searchbox-io/Jest,Search plugin for OpenTSDB,searchbox-io/Jest,https://github.com/OpenTSDB/opentsdb-elasticsearch,Elasticsearch Java Rest Client.,3
OpenTSDB/opentsdb-elasticsearch,https://github.com/codelibs/elasticsearch-cluster-runner,Search plugin for OpenTSDB,codelibs/elasticsearch-cluster-runner,https://github.com/OpenTSDB/opentsdb-elasticsearch,Elasticsearch Cluster Launcher on One JVM Instance,2
OpenTSDB/opentsdb-elasticsearch,https://github.com/confluentinc/kafka-connect-hdfs,Search plugin for OpenTSDB,confluentinc/kafka-connect-hdfs,https://github.com/OpenTSDB/opentsdb-elasticsearch,Kafka Connect HDFS connector,1

pentaho/big-data-plugin,https://github.com/caskdata/cdap,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,caskdata/cdap,https://github.com/pentaho/big-data-plugin,Cask Data Application Platform (CDAP),3
pentaho/big-data-plugin,https://github.com/lintool/Cloud9,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,lintool/Cloud9,https://github.com/pentaho/big-data-plugin,Cloud9 is a Hadoop toolkit for working with big data,3
pentaho/big-data-plugin,https://github.com/pentaho/pentaho-hadoop-shims,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,pentaho/pentaho-hadoop-shims,https://github.com/pentaho/big-data-plugin,Hadoop Configurations,4
pentaho/big-data-plugin,https://github.com/sonalgoyal/hiho,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,sonalgoyal/hiho,https://github.com/pentaho/big-data-plugin,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,2
pentaho/big-data-plugin,https://github.com/castagna/jena-grande,Kettle plugin that provides support for interacting within many 'big data' projects including Hadoop; Hive; HBase; Cassandra; MongoDB; and others.,castagna/jena-grande,https://github.com/pentaho/big-data-plugin, ,2

pitchpoint-solutions/sfs,https://github.com/codelibs/elasticsearch-cluster-runner,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,codelibs/elasticsearch-cluster-runner,https://github.com/pitchpoint-solutions/sfs,Elasticsearch Cluster Launcher on One JVM Instance,2
pitchpoint-solutions/sfs,https://github.com/javanna/elasticshell,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,javanna/elasticshell,https://github.com/pitchpoint-solutions/sfs,A javascript shell for elasticsearch,2
pitchpoint-solutions/sfs,https://github.com/jprante/elasticsearch-plugin-rdf-jena,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,jprante/elasticsearch-plugin-rdf-jena,https://github.com/pitchpoint-solutions/sfs,Using Apache Jena API to store and retrieve RDF triples in Elasticsearch,3
pitchpoint-solutions/sfs,https://github.com/sirensolutions/siren-join,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,sirensolutions/siren-join,https://github.com/pitchpoint-solutions/sfs,SIREn Plugin to add relational join capabilities to Elasticsearch,1
pitchpoint-solutions/sfs,https://github.com/sonian/elasticsearch-jetty,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,sonian/elasticsearch-jetty,https://github.com/pitchpoint-solutions/sfs, ,2

pranab/beymani,https://github.com/jt6211/hadoop-dns-mining,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,jt6211/hadoop-dns-mining,https://github.com/pranab/beymani, ,2
pranab/beymani,https://github.com/pranab/chombo,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/chombo,https://github.com/pranab/beymani,Big Data ETL and Utilities for Hadoop Map Reduce; Spark and Storm,3
pranab/beymani,https://github.com/pranab/sifarish,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/sifarish,https://github.com/pranab/beymani,Content based and collaborative filtering based recommendation and personalization engine implementation on Hadoop and Storm,4
pranab/beymani,https://github.com/pranab/visitante,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/visitante,https://github.com/pranab/beymani,Set of Hadoop and Storm based tools for web analytic,3
pranab/beymani,https://github.com/pranab/avenir,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,pranab/avenir,https://github.com/pranab/beymani,Set of Machine Learning and Stochastic Optimazion  tools based on Hadoop; Spark and Storm  https://pkghosh.wordpress.com/,3

psaravan/JamsMusicPlayer,https://github.com/SubstanceMobile/GEM,A free; powerful and elegant music player for Android.,SubstanceMobile/GEM,https://github.com/psaravan/JamsMusicPlayer,A music player for Android; in stunning Material Design.,3
psaravan/JamsMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,A free; powerful and elegant music player for Android.,ryanhoo/StylishMusicPlayer,https://github.com/psaravan/JamsMusicPlayer,A stylish music player for android device 16+,3
psaravan/JamsMusicPlayer,https://github.com/naman14/Timber,A free; powerful and elegant music player for Android.,naman14/Timber,https://github.com/psaravan/JamsMusicPlayer,Material Design Music Player,3
psaravan/JamsMusicPlayer,https://github.com/tomahawk-player/tomahawk-android,A free; powerful and elegant music player for Android.,tomahawk-player/tomahawk-android,https://github.com/psaravan/JamsMusicPlayer,Tomahawk's Android Music Player,3
psaravan/JamsMusicPlayer,https://github.com/C-Aniruddh/ACEMusicPlayer,A free; powerful and elegant music player for Android.,C-Aniruddh/ACEMusicPlayer,https://github.com/psaravan/JamsMusicPlayer,A material music player for the android platform; git it here : https://play.google.com/store/apps/details?id=com.aniruddhc.acemusic.player&hl=en,4

pyvandenbussche/sparqles,https://github.com/streamreasoning/CSPARQL-engine,SPARQL Endpoint Status,streamreasoning/CSPARQL-engine,https://github.com/pyvandenbussche/sparqles,reasoning over RDF stream made easy,3
pyvandenbussche/sparqles,https://github.com/jsonld-java/jsonld-java,SPARQL Endpoint Status,jsonld-java/jsonld-java,https://github.com/pyvandenbussche/sparqles,JSON-LD implementation for Java,1
pyvandenbussche/sparqles,https://github.com/nkons/r2rml-parser,SPARQL Endpoint Status,nkons/r2rml-parser,https://github.com/pyvandenbussche/sparqles,R2RML Parser is an award-winning tool that can export relational database contents as RDF graphs; based on an R2RML mapping document.,2
pyvandenbussche/sparqles,https://github.com/castagna/jena-grande,SPARQL Endpoint Status,castagna/jena-grande,https://github.com/pyvandenbussche/sparqles, ,2
pyvandenbussche/sparqles,https://github.com/AKSW/RDFUnit,SPARQL Endpoint Status,AKSW/RDFUnit,https://github.com/pyvandenbussche/sparqles,An RDF Unit Testing Suite,3

sayems/java.webdriver,https://github.com/bonigarcia/webdrivermanager,Browser test automation using Selenium WebDriver in Java,bonigarcia/webdrivermanager,https://github.com/sayems/java.webdriver,Automatic Selenium WebDriver binaries management in runtime for Java,4
sayems/java.webdriver,https://github.com/webdriverextensions/webdriverextensions,Browser test automation using Selenium WebDriver in Java,webdriverextensions/webdriverextensions,https://github.com/sayems/java.webdriver,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,3
sayems/java.webdriver,https://github.com/conductor-framework/conductor,Browser test automation using Selenium WebDriver in Java,conductor-framework/conductor,https://github.com/sayems/java.webdriver,The Selenium framework that takes you where you want to go,3
sayems/java.webdriver,https://github.com/arquillian/arquillian-graphene,Browser test automation using Selenium WebDriver in Java,arquillian/arquillian-graphene,https://github.com/sayems/java.webdriver,Robust Functional Tests leveraging WebDriver with flavour of neat AJAX-ready API,3
sayems/java.webdriver,https://github.com/FluentLenium/FluentLenium,Browser test automation using Selenium WebDriver in Java,FluentLenium/FluentLenium,https://github.com/sayems/java.webdriver,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,4

selenium-cucumber/selenium-cucumber-java,https://github.com/MachinePublishers/jBrowserDriver,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,MachinePublishers/jBrowserDriver,https://github.com/selenium-cucumber/selenium-cucumber-java,A programmable; embeddable web browser driver compatible with the Selenium WebDriver spec -- headless; WebKit-based; pure Java,4
selenium-cucumber/selenium-cucumber-java,https://github.com/jenkinsci/acceptance-test-harness,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,jenkinsci/acceptance-test-harness,https://github.com/selenium-cucumber/selenium-cucumber-java,Acceptance tests cases for Jenkins and its plug-ins based on selenium and docker.,3
selenium-cucumber/selenium-cucumber-java,https://github.com/zanata/zanata-platform,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,zanata/zanata-platform,https://github.com/selenium-cucumber/selenium-cucumber-java,Zanata is a web-based system for translators to translate documentation and software online using a web browser.,2
selenium-cucumber/selenium-cucumber-java,https://github.com/bonigarcia/webdrivermanager,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,bonigarcia/webdrivermanager,https://github.com/selenium-cucumber/selenium-cucumber-java,Automatic Selenium WebDriver binaries management in runtime for Java,3
selenium-cucumber/selenium-cucumber-java,https://github.com/FluentLenium/FluentLenium,Behavior driven development (BDD) approach to write automation test scripts to test web applications.,FluentLenium/FluentLenium,https://github.com/selenium-cucumber/selenium-cucumber-java,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,4

seleniumQuery/seleniumQuery,https://github.com/sayems/java.webdriver,jQuery-like cross-driver interface in Java for Selenium WebDriver,sayems/java.webdriver,https://github.com/seleniumQuery/seleniumQuery,Browser test automation using Selenium WebDriver in Java,4
seleniumQuery/seleniumQuery,https://github.com/MachinePublishers/jBrowserDriver,jQuery-like cross-driver interface in Java for Selenium WebDriver,MachinePublishers/jBrowserDriver,https://github.com/seleniumQuery/seleniumQuery,A programmable; embeddable web browser driver compatible with the Selenium WebDriver spec -- headless; WebKit-based; pure Java,4
seleniumQuery/seleniumQuery,https://github.com/tarun3kumar/seleniumtestsframework,jQuery-like cross-driver interface in Java for Selenium WebDriver,tarun3kumar/seleniumtestsframework,https://github.com/seleniumQuery/seleniumQuery,STF is a webdriver based test automation library which generates comprehensible tests reports comparable to BDD framework; and yet better since no extra test steps / configuration are required. Not just this; STF has tons of other useful features described at -,3
seleniumQuery/seleniumQuery,https://github.com/FluentLenium/FluentLenium,jQuery-like cross-driver interface in Java for Selenium WebDriver,FluentLenium/FluentLenium,https://github.com/seleniumQuery/seleniumQuery,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,4
seleniumQuery/seleniumQuery,https://github.com/MarkusBernhardt/robotframework-selenium2library-java,jQuery-like cross-driver interface in Java for Selenium WebDriver,MarkusBernhardt/robotframework-selenium2library-java,https://github.com/seleniumQuery/seleniumQuery,Java port of the Selenium 2 (WebDriver) Python library for Robot Framework,3

sonalgoyal/hiho,https://github.com/hibernate/hibernate-orm,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,hibernate/hibernate-orm,https://github.com/sonalgoyal/hiho,Hibernate's core Object/Relational Mapping functionality,1
sonalgoyal/hiho,https://github.com/alexholmes/hadoop-book,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,alexholmes/hadoop-book,https://github.com/sonalgoyal/hiho,Source code to accompany the book 'Hadoop in Practice'; published by Manning.,3
sonalgoyal/hiho,https://github.com/marginweb/Wikipedia-noSQL-Benchmark,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,marginweb/Wikipedia-noSQL-Benchmark,https://github.com/sonalgoyal/hiho,A simple benchmark of noSQL databases for both read/update and MapReduce performances,1
sonalgoyal/hiho,https://github.com/castagna/jena-grande,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,castagna/jena-grande,https://github.com/sonalgoyal/hiho, ,2
sonalgoyal/hiho,https://github.com/ogrisel/pignlproc,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,ogrisel/pignlproc,https://github.com/sonalgoyal/hiho,Apache Pig utilities to build training corpora for machine learning / NLP out of public Wikipedia and DBpedia dumps.,3

sonian/elasticsearch-jetty,https://github.com/spinscale/elasticsearch-suggest-plugin, ,spinscale/elasticsearch-suggest-plugin,https://github.com/sonian/elasticsearch-jetty,Plugin for elasticsearch which uses the lucene FSTSuggester,3
sonian/elasticsearch-jetty,https://github.com/searchbox-io/Jest, ,searchbox-io/Jest,https://github.com/sonian/elasticsearch-jetty,Elasticsearch Java Rest Client.,4
sonian/elasticsearch-jetty,https://github.com/salyh/elasticsearch-security-plugin, ,salyh/elasticsearch-security-plugin,https://github.com/sonian/elasticsearch-jetty,Kerberos; LDAP; Active Directory; PKI/SSL/TLS and host/ip based ACL coarse-grained and document level security for elasticsearch (Authentication; Authorization; Auth; Spnego; ACL; Mutual authentication),4
sonian/elasticsearch-jetty,https://github.com/FluentLenium/FluentLenium, ,FluentLenium/FluentLenium,https://github.com/sonian/elasticsearch-jetty,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,3
sonian/elasticsearch-jetty,https://github.com/Aconex/scrutineer, ,Aconex/scrutineer,https://github.com/sonian/elasticsearch-jetty,Compares a source of truth sorted stream with another to find mismatches.  Designed for verifying indexes such as ElasticSearch & Solr are synchronized with their source of data (usually a DB),3

spring-projects/spring-mvc-showcase,https://github.com/heroku/heroku.jar,Demonstrates the features of the Spring MVC web framework,heroku/heroku.jar,https://github.com/spring-projects/spring-mvc-showcase,Java Wrapper for Heroku API,1
spring-projects/spring-mvc-showcase,https://github.com/Salaboy/emergency-service-drools-app,Demonstrates the features of the Spring MVC web framework,Salaboy/emergency-service-drools-app,https://github.com/spring-projects/spring-mvc-showcase,Emergency Service Drools Application,1
spring-projects/spring-mvc-showcase,https://github.com/xebia/Xebium,Demonstrates the features of the Spring MVC web framework,xebia/Xebium,https://github.com/spring-projects/spring-mvc-showcase,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,1
spring-projects/spring-mvc-showcase,https://github.com/sps/mustache-spring-view,Demonstrates the features of the Spring MVC web framework,sps/mustache-spring-view,https://github.com/spring-projects/spring-mvc-showcase,java spring framework mvc view for Mustache.js templates,3
spring-projects/spring-mvc-showcase,https://github.com/sroysf/webapp-springmvc-jpa-hibernate,Demonstrates the features of the Spring MVC web framework,sroysf/webapp-springmvc-jpa-hibernate,https://github.com/spring-projects/spring-mvc-showcase,Demonstrates Spring MVC + Spring ORM + Hibernate + JPA + PostgreSQL,4

SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/raphw/byte-buddy,Spring Data implementation for ElasticSearch,raphw/byte-buddy,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,Runtime code generation for the Java virtual machine.,2
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/jaibeermalik/searchanalytics-bigdata,Spring Data implementation for ElasticSearch,jaibeermalik/searchanalytics-bigdata,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,Customer Product search clicks analytics using big data Hadoop; Hive; Oozie; ElasticSearch; Akka; Spring Data,3
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/Aconex/scrutineer,Spring Data implementation for ElasticSearch,Aconex/scrutineer,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,Compares a source of truth sorted stream with another to find mismatches.  Designed for verifying indexes such as ElasticSearch & Solr are synchronized with their source of data (usually a DB),3
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/elastic/elasticsearch-metrics-reporter-java,Spring Data implementation for ElasticSearch,elastic/elasticsearch-metrics-reporter-java,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,Metrics reporter; which reports to elasticsearch,3
SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/dadoonet/spring-elasticsearch,Spring Data implementation for ElasticSearch,dadoonet/spring-elasticsearch,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,Spring factories for elasticsearch,3

SubstanceMobile/GEM,https://github.com/architjn/Auro,A music player for Android; in stunning Material Design.,architjn/Auro,https://github.com/SubstanceMobile/GEM,1st Most Fastest; Latest Designed and open source Music player,3
SubstanceMobile/GEM,https://github.com/psaravan/JamsMusicPlayer,A music player for Android; in stunning Material Design.,psaravan/JamsMusicPlayer,https://github.com/SubstanceMobile/GEM,A free; powerful and elegant music player for Android.,3
SubstanceMobile/GEM,https://github.com/marverenic/Jockey,A music player for Android; in stunning Material Design.,marverenic/Jockey,https://github.com/SubstanceMobile/GEM,A music player for Android focused on simplicity; performance; and design,3
