Query,Query url,Query description,Result,Result url,Result description,User evaluation
javanna/elasticsearch-river-solr,https://github.com/mjanicek/rembulan,Solr River plugin for elasticsearch,mjanicek/rembulan,https://github.com/javanna/elasticsearch-river-solr,Rembulan; an implementation of Lua 5.3 for the Java Virtual Machine,1

javanna/elasticshell,https://github.com/Esri/spatial-framework-for-hadoop,A javascript shell for elasticsearch,Esri/spatial-framework-for-hadoop,https://github.com/javanna/elasticshell,The Spatial Framework for Hadoop allows developers and data scientists to use the Hadoop data processing system for spatial data analysis.,2
javanna/elasticshell,https://github.com/jprante/elasticsearch-client,A javascript shell for elasticsearch,jprante/elasticsearch-client,https://github.com/javanna/elasticshell,ElasticSearch Client Project,2
javanna/elasticshell,https://github.com/cloudera/search,A javascript shell for elasticsearch,cloudera/search,https://github.com/javanna/elasticshell, ,2
javanna/elasticshell,https://github.com/amient/kafka-hadoop-loader,A javascript shell for elasticsearch,amient/kafka-hadoop-loader,https://github.com/javanna/elasticshell,Hadoop Job for schemaless incremental loading of messages from Kafka topics onto hdfs with configurable output partitioning.,1
javanna/elasticshell,https://github.com/Nextome/GeoJsonify,A javascript shell for elasticsearch,Nextome/GeoJsonify,https://github.com/javanna/elasticshell,Easily add GeoJson layers to your Maps,1

jt6211/hadoop-dns-mining,https://github.com/h819/spring-boot, ,h819/spring-boot,https://github.com/jt6211/hadoop-dns-mining,A Spring Boot Framework based JavaEE application; a Java Commons Utils; and more java practice. </br> Spring Boot;Spring MVC;Spring JPA;Spring Security;Spring Oauth;Hibernate;QueryDSL;PO to DTO </br> ZTree;Fuelux Tree;jqgird;flexpaper,1
jt6211/hadoop-dns-mining,https://github.com/gncloud/fastcatsearch, ,gncloud/fastcatsearch,https://github.com/jt6211/hadoop-dns-mining,opensource search engine fastcatsearch,1
jt6211/hadoop-dns-mining,https://github.com/ozimov/spring-boot-email-tools, ,ozimov/spring-boot-email-tools,https://github.com/jt6211/hadoop-dns-mining,A set of services and tools for sending emails in a Spring Boot application using a Template Engine,1
jt6211/hadoop-dns-mining,https://github.com/JFanZhao/spider, ,JFanZhao/spider,https://github.com/jt6211/hadoop-dns-mining,使用java+httpclient+httpcleaner，多线程、分布式爬去电商网站商品信息，数据存储在hbase上，并使用solr对商品建立索引，使用redis队列存储一个共享的url仓库；使用zookeeper对爬虫节点生命周期进行监视等。,1
jt6211/hadoop-dns-mining,https://github.com/AKSW/Sparqlify, ,AKSW/Sparqlify,https://github.com/jt6211/hadoop-dns-mining,Sparql -> SQL Rewriter enabling virtual RDB -> RDF mappings,1

KEN-LJQ/WMS,https://github.com/ctripcorp/dataworks-zeus,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,ctripcorp/dataworks-zeus,https://github.com/KEN-LJQ/WMS,Ctrip Hadoop Job Scheduling System derived from https://github.com/alibaba/zeus,2
KEN-LJQ/WMS,https://github.com/oberasoftware/jasdb,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,oberasoftware/jasdb,https://github.com/KEN-LJQ/WMS,JasDB OpenSource NoSQL Java based Database,1
KEN-LJQ/WMS,https://github.com/jaibeermalik/searchanalytics-bigdata,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,jaibeermalik/searchanalytics-bigdata,https://github.com/KEN-LJQ/WMS,Customer Product search clicks analytics using big data Hadoop; Hive; Oozie; ElasticSearch; Akka; Spring Data,3
KEN-LJQ/WMS,https://github.com/jaibeermalik/elasticsearch-tutorial,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,jaibeermalik/elasticsearch-tutorial,https://github.com/KEN-LJQ/WMS,ElasticSearch Java API tutorial using test cases.,1
KEN-LJQ/WMS,https://github.com/AxonFramework/AxonBank,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,AxonFramework/AxonBank,https://github.com/KEN-LJQ/WMS,Simple virtual bank application to showcase features of Axon Framework,4

klarna/HiveRunner,https://github.com/florent37/Freezer,An Open Source unit test framework for hadoop hive queries based on JUnit4,florent37/Freezer,https://github.com/klarna/HiveRunner,A simple & fluent Android ORM; how can it be easier ? RxJava2 compatible,2
klarna/HiveRunner,https://github.com/ops4j/peaberry,An Open Source unit test framework for hadoop hive queries based on JUnit4,ops4j/peaberry,https://github.com/klarna/HiveRunner, ,1
klarna/HiveRunner,https://github.com/crnk-project/crnk-framework,An Open Source unit test framework for hadoop hive queries based on JUnit4,crnk-project/crnk-framework,https://github.com/klarna/HiveRunner,JSON API library for Java,1
klarna/HiveRunner,https://github.com/techery/presenta,An Open Source unit test framework for hadoop hive queries based on JUnit4,techery/presenta,https://github.com/klarna/HiveRunner,Easy MVP upon Mortar and Flow,1
